--- CETS EMPLOYER LOGIN CHEAT SHEET ---

Universal Password: Password@123


Company: Shaw-Wheeler                             | Login: employer_1@test.com
Company: Foster-Harris                            | Login: employer_1982@test.com
Company: Gibson Group                             | Login: employer_1983@test.com
Company: Varghese-Dhar                            | Login: employer_1984@test.com
Company: Koshy, Magar and Bal                     | Login: employer_1985@test.com
Company: Mcdaniel-Bean                            | Login: employer_1986@test.com
Company: Behl-Rama                                | Login: employer_1987@test.com
Company: Wong Ltd                                 | Login: employer_1988@test.com
Company: Wright-Lopez                             | Login: employer_1989@test.com
Company: Diaz LLC                                 | Login: employer_1990@test.com
Company: Francis, Davies and Davies               | Login: employer_1991@test.com
Company: Tiwari Group                             | Login: employer_1992@test.com
Company: White-Andrade                            | Login: employer_1993@test.com
Company: Bains Inc                                | Login: employer_1994@test.com
Company: Varma and Sons                           | Login: employer_1995@test.com
Company: Murty-Buch                               | Login: employer_1996@test.com
Company: Brooks-Mitchell                          | Login: employer_1997@test.com
Company: Chakraborty-Nath                         | Login: employer_1998@test.com
Company: Acharya-Sengupta                         | Login: employer_1999@test.com
Company: Manda-Bawa                               | Login: employer_2000@test.com
